feature,importance_mean,importance_sd
eda_scr_amp_sum,0.13899376742315356,0.006602186370039105
eda_scr_count,0.08926586022138767,0.007575022777232935
eda_range,0.07514320067309142,0.007423003231597528
eda_scl_mean,0.07425394925759883,0.00819437029914816
eda_scr_amp_mean,0.06785617150201562,0.008685296833999417
eda_scr_sd,0.0618588408683938,0.00649654294995427
hr_sd,0.052886957995552174,0.0044002286953334436
eda_scl_sd,0.04284134485822445,0.004521554192944193
temp_max,0.03747703781041721,0.003683308676266239
hr_mean,0.03506181833804451,0.007870573889366718
hr_range,0.03314336295385418,0.003560252988866765
hr_baseline_delta,0.032862630522570324,0.007264815808300911
temp_mean,0.03258075395036943,0.0039007691503198873
temp_baseline_delta,0.032333773896315525,0.002497083888363259
eda_scr_duration_sum,0.02487034682017973,0.0031393811038622865
temp_min,0.02421999904305109,0.00265651160913076
hr_min,0.01932189005327121,0.0036250536866765065
acc_mag_absint,0.01422077573578594,0.0022664786021826806
acc_mag_sd,0.013509556096688092,0.0023596284063012837
acc_x_peakfreq,0.013354421126822218,0.0015984175185825948
eda_slope,0.01322362082543144,0.0012691005935945225
hr_max,0.012483524410726097,0.002468905284970699
temp_slope,0.010296906071429473,0.0016955784660949897
acc_z_absint,0.006797224556174984,0.0012211163156080028
acc_z_sd,0.0061348926994104795,0.0011175920348294498
acc_x_sd,0.005497902477460478,0.0003001553543819551
acc_x_absint,0.00531729113494626,0.0003884228349112141
temp_range,0.004859927296946682,0.00056079320354143
acc_y_absint,0.0045076405979769295,0.00038056039392213
acc_y_sd,0.004440445207155638,0.0004708741338359251
eda_scr_risetime_mean,0.004332196813635505,0.0015117951292632115
acc_y_peakfreq,0.002383921968151122,0.0003035763618598203
acc_z_peakfreq,0.002346556540826213,0.0003580487270557814
hr_slope,0.0011166027590553346,0.00012224426169903753
eda_range_gated,8.304298777555747e-05,3.063504541389816e-05
motion_fraction,7.33953015224162e-05,4.080838743714596e-05
hr_delta_x_still,3.996517038035152e-05,1.7140587456146698e-05
motion_flag,8.484034208070715e-06,9.381585074967968e-06
